"Cluster","RA","DEC","GLON","GLAT","r50","agenn","dmnn","distpc","pmRA*","e_pmRA*","pmDE","e_pmDE","plx","e_plx","nb","nbB0","nbB2","nbB4","SimbadName","_RA_icrs","_DE_icrs"
"King_14",7.987,63.163,120.734,0.375,0.058,8.16,11.92,2420,-3.255,0.058,-1.097,0.052,0.402,0.029,91,4,33,78,"Cl King 14",7.987,63.163
"NGC_146",8.262,63.316,120.869,0.518,0.075,7.55,12.49,3141,-2.848,0.036,-0.499,0.058,0.334,0.019,44,13,33,45,"NGC 146",8.262,63.316
"UBC_185",7.8,63.397,120.667,0.615,0.032,8.42,13.02,4015,-2.416,0.049,-0.501,0.05,0.225,0.026,48,10,36,48," ",7.8,63.397
"UBC_410",6.999,62.925,120.265,0.177,0.1,7.58,12.1,2628,-3.137,0.058,-1.059,0.056,0.357,0.038,34,2,9,35," ",6.999,62.925
"UBC_409",6.701,63.208,120.169,0.472,0.185,8.3,12.41,3038,-2.895,0.124,-0.52,0.054,0.301,0.035,87,6,33,88," ",6.701,63.208
"FSR_0494",6.416,63.754,120.087,1.025,0.056,8.95,13.05,4073,-2.501,0.048,-0.927,0.031,0.206,0.042,36,3,34,37,"[FSR2007] 0494",6.416,63.754
"FSR_0496",6.656,64.01,120.217,1.269,0.091,9.31,10.77,1423,2.242,0.084,-0.689,0.082,0.659,0.027,109,2,10,75,"[FSR2007] 0496",6.656,64.01
"King_1",5.505,64.383,119.758,1.692,0.155,9.56,11.19,1727,-4.949,0.098,-1.314,0.1,0.549,0.046,645,4,47,336,"Cl King 1",5.505,64.383
"UBC_407",4.566,63.367,119.225,0.729,0.135,7.58,12.6,3317,-3.106,0.19,-0.608,0.107,0.305,0.032,80,9,41,81," ",4.566,63.367
"UBC_597",1.959,62.984,118.007,0.527,0.081,8.14,12.58,3287,-3.501,0.092,-0.873,0.058,0.304,0.017,19,2,12,20," ",1.959,62.984
"UBC_181",0.584,63.562,117.486,1.216,0.11,8.83,10.25,1123,-2.617,0.056,-1.41,0.064,0.882,0.014,29,1,6,21," ",0.584,63.562
"Berkeley_104",0.865,63.587,117.626,1.211,0.038,8.89,13.18,4325,-2.383,0.045,0.05,0.046,0.219,0.032,46,2,23,47,"Cl Berkeley 104",0.865,63.587
"Stock_18",0.399,64.625,117.622,2.268,0.057,7.12,12.28,2860,-2.678,0.088,-0.648,0.121,0.317,0.034,22,6,17,20,"Cl Stock 18",0.399,64.625
"NGC_1193",46.486,44.383,146.814,-12.162,0.027,9.71,13.49,4988,-0.203,0.11,-0.434,0.104,0.172,0.124,210,1,14,167,"NGC 1193",46.486,44.383
"NGC_1245",48.691,47.235,146.658,-8.927,0.109,9.08,12.53,3201,0.47,0.061,-1.662,0.053,0.294,0.029,432,8,155,434,"NGC 1245",48.691,47.235
"COIN-Gaia_9",47.748,48.023,145.694,-8.585,0.265,8.2,9.68,864,-2.05,0.036,-2.92,0.035,1.156,0.028,19,0,0,10,"[CKS2019] COIN-Gaia 9",47.748,48.023
"UBC_607",47.731,50.297,144.503,-6.635,0.066,9.22,13.63,5318,-1.264,0.061,-0.373,0.048,0.213,0.022,21,7,19,21," ",47.731,50.297
"UPK_296",42.666,48.561,142.404,-9.754,0.808,8.37,8.76,565,1.866,0.173,-6.752,0.266,1.891,0.106,71,0,6,15," ",42.666,48.561
"Melotte_20",51.617,48.975,147.357,-6.404,2.027,7.71,6.17,171,,,,,,,717,10,44,103,"Cl Melotte 20",51.617,48.975
"NGC_1348",53.524,51.409,146.968,-3.709,0.068,7.62,11.9,2400,1.259,0.063,-0.779,0.052,0.449,0.043,73,9,36,67,"NGC 1348",53.524,51.409
"COIN-Gaia_38",51.472,51.072,146.101,-4.718,0.132,8.43,10.53,1274,2.006,0.052,-6.856,0.073,0.833,0.047,47,1,14,38,"[CKS2019] COIN-Gaia 38",51.472,51.072
"UBC_424",50.967,51.237,145.748,-4.754,0.056,8.59,11.76,2251,0.014,0.039,-1.695,0.067,0.45,0.035,38,2,20,38," ",50.967,51.237
"Czernik_15",50.781,52.223,145.105,-3.995,0.111,7.77,11.88,2373,0.31,0.069,-1.046,0.042,0.339,0.041,13,9,13,13,"Cl Czernik 15",50.781,52.223
"Berkeley_9",53.167,52.649,146.069,-2.825,0.053,9.14,11.29,1814,1.492,0.075,-0.006,0.078,0.564,0.052,140,2,13,94,"Cl Berkeley 9",53.167,52.649
"Czernik_16",52.754,52.612,145.885,-2.999,0.057,8.51,12.2,2751,0.796,0.057,-2.22,0.054,0.376,0.028,44,6,29,45,"Cl Czernik 16",52.754,52.612
"NGC_1444",57.361,52.658,148.1,-1.29,0.056,6.99,10.34,1167,-0.782,0.033,-1.849,0.1,0.849,0.029,18,1,9,14,"NGC 1444",57.361,52.658
"King_5",48.682,52.695,143.768,-4.281,0.091,9.01,12.06,2581,-0.307,0.07,-1.264,0.081,0.41,0.043,213,9,85,221,"Cl King 5",48.682,52.695
"NGC_1220",47.92,53.344,143.039,-3.963,0.022,7.69,12.43,3064,0.168,0.093,-0.825,0.07,0.333,0.028,44,6,26,44,"NGC 1220",47.92,53.344
"King_6",51.982,56.444,143.345,-0.095,0.159,8.31,9.38,751,3.84,0.185,-1.904,0.143,1.382,0.039,221,2,17,73,"Cl King 6",51.982,56.444
"COIN-Gaia_8",39.048,50.013,139.64,-9.43,0.312,8,9.29,722,2.395,0.125,-2.513,0.058,1.375,0.022,28,0,3,8,"[CKS2019] COIN-Gaia 8",39.048,50.013
"Czernik_12",39.853,54.922,138.105,-4.737,0.047,9.13,11.42,1919,-0.297,0.043,0.857,0.059,0.497,0.049,33,0,9,27,"Cl Czernik 12",39.853,54.922
"Trumpler_2",39.232,55.905,137.386,-3.977,0.323,8.05,9.26,710,1.531,0.129,-5.387,0.128,1.454,0.035,153,3,25,66,"Cl Trumpler 2",39.232,55.905
"UBC_44",31.11,54.359,133.527,-7.004,0.066,8.91,12.19,2737,-2.296,0.052,-0.266,0.065,0.372,0.033,45,1,13,40," ",31.11,54.359
"UBC_192",37.112,57.142,135.831,-3.275,0.153,7.69,11.97,2479,-0.428,0.125,-1.157,0.084,0.411,0.031,77,11,37,74," ",37.112,57.142
"UBC_421",39.836,57.802,136.908,-2.13,0.216,7.53,11.96,2466,-0.11,0.071,-1.089,0.059,0.411,0.021,76,5,41,76," ",39.836,57.802
"NGC_957",38.343,57.553,136.293,-2.651,0.13,7.62,12.09,2614,-0.281,0.071,-1.111,0.064,0.423,0.024,111,21,88,114,"NGC 957",38.343,57.553
"UBC_191",37.507,58,135.725,-2.389,0.169,7.26,12.15,2693,-0.377,0.12,-0.961,0.091,0.408,0.027,95,18,63,95," ",37.507,58
"NGC_869",34.741,57.134,134.625,-3.737,0.136,7.18,11.71,2197,-0.653,0.1,-1.146,0.089,0.407,0.025,497,98,340,497,"NGC 869",34.741,57.134
"NGC_884",35.584,57.149,135.052,-3.568,0.125,7.25,11.64,2130,-0.612,0.113,-1.127,0.094,0.402,0.025,318,53,195,321,"NGC 884",35.584,57.149
"UBC_46",33.672,57.318,134.018,-3.751,0.144,8.05,12.1,2626,-0.832,0.11,-1.138,0.088,0.399,0.026,63,1,22,65," ",33.672,57.318
"UBC_86",33.033,57.619,133.596,-3.573,0.12,7.64,12.03,2544,-0.867,0.139,-1.019,0.115,0.381,0.039,71,8,31,70," ",33.033,57.619
"Basel_10",34.878,58.304,134.304,-2.61,0.032,7.85,11.83,2327,-0.38,0.107,-0.824,0.056,0.455,0.024,8,2,5,7,"Cl Basel 10",34.878,58.304
"Czernik_8",38.24,58.764,135.779,-1.553,0.025,8.37,12.27,2845,0.498,0.036,-0.778,0.071,0.347,0.052,33,4,18,34,"Cl Czernik 8",38.24,58.764
"UBC_419",34.694,58.924,134.003,-2.044,0.171,8.3,11.85,2346,-0.911,0.063,-0.678,0.07,0.413,0.022,67,1,17,61," ",34.694,58.924
"SAI_17",35.218,59.188,134.173,-1.717,0.026,9.07,13.91,6065,-0.187,0.07,-0.704,0.059,0.168,0.042,26,4,24,26,"SAI 17",35.218,59.188
"SAI_25",45.109,57.307,139.688,-1.307,0.115,6.2,12.12,2651,0.266,0.386,-0.984,0.467,0.321,0.127,23,9,21,23,"SAI 25",45.109,57.307
"ASCC_9",41.671,57.743,137.844,-1.753,0.215,7.47,11.88,2376,0.155,0.064,-1.129,0.054,0.407,0.012,48,17,42,48,"[KPR2005] 9",41.671,57.743
"Berkeley_66",46.03,58.731,139.431,0.175,0.054,9.49,13.39,4759,-0.164,0.07,0.085,0.09,0.153,0.033,24,6,25,25,"Cl Berkeley 66",46.03,58.731
"Czernik_14",49.262,58.612,140.939,0.927,0.027,8.62,12.51,3176,-0.534,0.038,-0.452,0.047,0.297,0.031,46,7,37,51,"Cl Czernik 14",49.262,58.612
"UBC_423",48.257,58.927,140.33,0.925,0.037,7.22,12.01,2518,0.558,0.054,-0.914,0.09,0.373,0.019,15,6,14,16," ",48.257,58.927
"Stock_23",49.075,60.377,139.927,2.376,0.754,8.04,8.98,625,-4.35,0.164,-1.016,0.131,1.639,0.034,78,4,12,35,"Cl Stock 23",49.075,60.377
"UBC_422",40.546,58.171,137.09,-1.605,0.091,7.75,11.86,2355,0.584,0.071,-0.727,0.094,0.371,0.028,31,2,18,32," ",40.546,58.171
"King_4",39.028,59.024,136.054,-1.155,0.052,8,12.16,2706,-0.599,0.066,-0.172,0.074,0.405,0.041,71,9,36,68,"Cl King 4",39.028,59.024
"IC_1848",42.855,60.419,137.222,0.919,0.2,7.2,11.9,2398,-0.393,0.148,-0.388,0.125,0.448,0.034,270,29,127,236,"IC 1848",42.855,60.419
"UBC_190",37.448,59.782,135.007,-0.738,0.095,7.27,12.54,3225,-0.061,0.098,-0.471,0.044,0.34,0.025,53,18,49,56," ",37.448,59.782
"Czernik_9",38.393,59.883,135.423,-0.488,0.037,8.38,12.6,3304,-0.936,0.069,0.242,0.052,0.316,0.037,57,5,45,57,"Cl Czernik 9",38.393,59.883
"Czernik_10",38.483,60.167,135.355,-0.208,0.023,8.34,13.21,4387,-1.125,0.075,0.417,0.062,0.259,0.051,33,4,29,34,"Cl Czernik 10",38.483,60.167
"Berkeley_65",39.768,60.403,135.848,0.258,0.025,7.99,11.79,2282,-0.723,0.063,-0.435,0.077,0.459,0.028,36,1,12,37,"Cl Berkeley 65",39.768,60.403
"Stock_7",37.431,60.627,134.701,0.02,0.279,7.86,9.25,708,-3.551,0.114,0.47,0.125,1.471,0.026,125,5,16,45,"Cl Stock 7",37.431,60.627
"IC_1805",38.21,61.471,134.733,0.945,0.111,6.88,11.47,1964,-0.733,0.113,-0.751,0.142,0.464,0.026,101,30,65,99,"IC 1805",38.21,61.471
"UBC_420",40.333,60.871,135.913,0.779,0.19,7.81,11.81,2304,-0.661,0.15,-0.266,0.109,0.44,0.038,121,11,45,121," ",40.333,60.871
"NGC_1027",40.677,61.616,135.754,1.545,0.22,8.29,10.26,1125,-1.795,0.116,2.053,0.128,0.891,0.041,373,11,53,143,"NGC 1027",40.677,61.616
"Czernik_13",41.106,62.327,135.639,2.276,0.05,8.38,12.72,3500,0.556,0.056,-0.283,0.063,0.301,0.039,85,9,54,85,"Cl Czernik 13",41.106,62.327
"SAI_24",44.816,60.566,138.013,1.493,0.111,6.84,11.76,2248,-0.223,0.122,0.083,0.135,0.459,0.031,81,15,52,72,"SAI 24",44.816,60.566
"Trumpler_3",48.004,63.218,138.014,4.54,0.276,7.67,9.21,693,-3.4,0.127,-0.16,0.102,1.48,0.04,206,3,23,59,"Cl Trumpler 3",48.004,63.218
"UBC_47",41.996,63.789,135.378,3.77,0.051,8.39,10.9,1514,1.25,0.028,-1.179,0.035,0.653,0.051,24,1,6,18," ",41.996,63.789
"UBC_608",61.358,55.926,147.765,2.718,0.071,7.31,13.66,5383,-0.203,0.037,-0.035,0.068,0.168,0.037,45,17,47,48," ",61.358,55.926
"UBC_87",60.53,56.419,147.098,2.774,0.079,7.62,11.98,2491,0.752,0.067,-1.333,0.064,0.425,0.042,36,2,14,36," ",60.53,56.419
"IC_361",64.736,58.252,147.512,5.662,0.068,8.91,12.77,3576,1.696,0.074,-1.18,0.069,0.25,0.057,457,4,190,466,"IC 361",64.736,58.252
"Juchert_9",58.84,58.391,145.122,3.68,0.02,7.06,13.39,4770,-0.307,0.081,-0.122,0.031,0.195,0.058,34,7,27,34,"Juchert 9",58.84,58.391
"Tombaugh_5",56.984,59.07,143.944,3.599,0.17,8.27,11.16,1706,0.455,0.095,-2.457,0.086,0.579,0.033,432,29,130,334,"Cl Tombaugh 5",56.984,59.07
"UBC_49",60.217,59.198,145.141,4.758,0.067,9.42,12.22,2774,-1.821,0.06,-1.38,0.044,0.38,0.036,47,1,16,47," ",60.217,59.198
"NGC_1502",61.954,62.332,143.671,7.657,0.081,7.02,10.34,1171,-0.674,0.153,-0.891,0.151,0.944,0.037,143,24,62,89,"NGC 1502",61.954,62.332
"UPK_294",60.902,66.176,140.719,10.087,0.716,8.24,9.55,811,-1.35,0.211,2.28,0.141,1.336,0.035,33,1,11,21," ",60.902,66.176
"Berkeley_10",54.894,66.486,138.619,8.881,0.082,9.08,11.87,2365,-1.498,0.042,0.993,0.058,0.39,0.03,169,0,51,136,"Cl Berkeley 10",54.894,66.486
"Platais_3",69.976,71.28,139.221,16.068,1.723,8.25,6.25,177,3.815,1.412,-20.753,0.608,5.599,0.109,77,0,2,10,"Cl Platais 3",69.976,71.28
"NGC_744",29.652,55.473,132.412,-6.158,0.074,8.13,10.69,1373,-1.888,0.098,-1.923,0.093,0.735,0.024,63,2,14,39,"NGC 744",29.652,55.473
"Stock_4",28.039,57.055,131.148,-4.845,0.163,7.85,10.61,1322,-1.081,0.045,0.279,0.082,0.754,0.039,44,2,9,21,"Cl Stock 4",28.039,57.055
"ASCC_6",26.846,57.722,130.369,-4.34,0.188,7.54,11.01,1590,-0.832,0.058,0.151,0.049,0.632,0.027,110,2,27,88,"[KPR2005] 6",26.846,57.722
"COIN-Gaia_5",27.408,58.078,130.583,-3.927,0.224,8.04,9.8,912,-2.846,0.055,-0.564,0.103,1.097,0.042,21,0,1,6,"[CKS2019] COIN-Gaia 5",27.408,58.078
"COIN-Gaia_6",28.101,58.636,130.809,-3.3,0.077,8.68,12.57,3259,-2.357,0.049,-0.477,0.07,0.295,0.02,81,3,40,79,"[CKS2019] COIN-Gaia 6",28.101,58.636
"COIN-Gaia_4",26.129,58.756,129.782,-3.408,0.107,7.73,11.72,2205,-0.964,0.044,-1.111,0.045,0.472,0.024,42,6,30,42,"[CKS2019] COIN-Gaia 4",26.129,58.756
"COIN-Gaia_7",33.738,58.466,133.686,-2.651,0.152,7.76,10.86,1485,-1.04,0.05,-1.654,0.058,0.689,0.006,31,1,5,20,"[CKS2019] COIN-Gaia 7",33.738,58.466
"Stock_2",33.856,59.522,133.407,-1.63,1.03,8.6,8.01,399,15.817,0.631,-13.732,0.564,2.669,0.057,1145,22,123,298,"Cl Stock 2",33.856,59.522
"UBC_418",34.671,59.832,133.673,-1.206,0.274,7.36,12.38,2988,-0.638,0.179,-0.541,0.095,0.382,0.042,166,36,113,167," ",34.671,59.832
"Riddle_4",31.862,60.26,132.23,-1.232,0.037,7.43,12.44,3073,-0.798,0.056,-0.495,0.074,0.346,0.034,40,13,34,41,"Riddle 4",31.862,60.26
"NGC_743",29.614,60.13,131.19,-1.663,0.123,8,10.34,1169,-0.051,0.076,-1.725,0.097,0.903,0.026,50,4,13,35,"NGC 743",29.614,60.13
"Berkeley_6",27.803,61.061,130.101,-0.976,0.044,8.35,12.42,3051,-0.904,0.054,-0.542,0.076,0.322,0.036,64,4,30,66,"Cl Berkeley 6",27.803,61.061
"Czernik_5",28.927,61.355,130.557,-0.562,0.036,8.13,13.09,4146,-2.033,0.054,0.362,0.043,0.261,0.039,49,12,50,52,"Cl Czernik 5",28.927,61.355
"COIN-Gaia_34",31.231,61.776,131.504,0.133,0.183,8.34,10.05,1022,-2.264,0.065,0.796,0.025,1.045,0.04,33,0,6,17,"[CKS2019] COIN-Gaia 34",31.231,61.776
"SAI_16",31.366,62.265,131.427,0.62,0.06,9,13.45,4893,-0.793,0.029,-0.404,0.021,0.209,0.054,24,1,22,24,"SAI 16",31.366,62.265
"UBC_414",28.513,61.992,130.229,0.028,0.141,7.47,12.33,2929,-1.056,0.137,-0.367,0.066,0.331,0.031,28,8,15,29," ",28.513,61.992
"Czernik_6",30.543,62.838,130.904,1.066,0.053,7.45,12.03,2541,-1.171,0.036,-0.233,0.061,0.348,0.017,20,4,8,16,"Cl Czernik 6",30.543,62.838
"UBC_41",23.255,59.797,128.146,-2.653,0.049,7.81,11.99,2504,-0.774,0.029,-0.824,0.051,0.409,0.033,46,7,18,43," ",23.255,59.797
"UBC_40",22.643,60.245,127.773,-2.258,0.043,7.9,11.95,2451,-1.076,0.031,-0.621,0.037,0.422,0.018,25,0,5,23," ",22.643,60.245
"NGC_659",26.108,60.679,129.378,-1.528,0.064,7.19,12.6,3317,-0.821,0.046,-0.305,0.06,0.31,0.028,136,34,101,136,"NGC 659",26.108,60.679
"NGC_581",23.339,60.659,128.047,-1.796,0.062,7.44,11.99,2502,-1.386,0.063,-0.599,0.057,0.361,0.019,128,17,61,121,"NGC 581",23.339,60.659
"Gulliver_16",23.433,60.751,128.078,-1.697,0.046,8.15,13.45,4886,-1.272,0.041,-0.658,0.063,0.192,0.027,43,4,24,43,"Cl Gulliver 16",23.433,60.751
"UBC_186",23.711,60.658,128.205,-1.778,0.291,7.37,12.01,2528,-1.339,0.124,-0.552,0.093,0.344,0.032,522,45,192,503," ",23.711,60.658
"Trumpler_1",23.915,61.283,128.219,-1.134,0.031,7.46,12.22,2773,-1.641,0.072,-0.597,0.049,0.347,0.017,52,12,37,52,"Cl Trumpler 1",23.915,61.283
"FSR_0537",19.698,60.358,126.311,-2.334,0.043,7.9,12.65,3391,-1.054,0.061,-0.872,0.048,0.269,0.028,43,4,18,45,"[FSR2007] 0537",19.698,60.358
"NGC_433",18.798,60.133,125.888,-2.602,0.058,8.14,11.56,2050,-1.449,0.068,-0.808,0.071,0.477,0.034,87,5,25,75,"NGC 433",18.798,60.133
"COIN-Gaia_3",18.739,60.505,125.825,-2.235,0.126,7.69,10.41,1209,-2.471,0.082,-1.896,0.084,0.797,0.039,81,3,16,46,"[CKS2019] COIN-Gaia 3",18.739,60.505
"UBC_39",19.817,61.019,126.298,-1.671,0.091,8.17,11.55,2045,-1.248,0.059,-0.22,0.047,0.49,0.034,45,2,11,33," ",19.817,61.019
"FSR_0534",19.349,61.273,126.047,-1.442,0.102,7.41,12.27,2842,-0.36,0.038,-0.418,0.048,0.334,0.05,53,5,28,51,"[FSR2007] 0534",19.349,61.273
"SAI_14",21.504,62.624,126.895,0.019,0.036,9.13,13.01,3999,-1.889,0.038,-1.102,0.083,0.206,0.054,40,1,28,41,"SAI 14",21.504,62.624
"FSR_0536",19.919,63.026,126.128,0.33,0.059,8.06,12.53,3203,-1.627,0.033,-0.131,0.045,0.283,0.039,23,10,23,23,"[FSR2007] 0536",19.919,63.026
"NGC_663",26.586,61.212,129.494,-0.958,0.15,7.47,12.35,2950,-1.141,0.064,-0.319,0.069,0.343,0.025,455,134,365,468,"NGC 663",26.586,61.212
"NGC_654",26.008,61.883,129.086,-0.359,0.053,6.99,12.47,3125,-1.145,0.092,-0.329,0.089,0.327,0.039,323,65,188,329,"NGC 654",26.008,61.883
"IC_166",28.094,61.857,130.052,-0.169,0.06,9.12,13.62,5285,-1.463,0.073,1.078,0.087,0.192,0.06,680,27,471,693,"IC 166",28.094,61.857
"Berkeley_7",28.546,62.366,130.136,0.375,0.045,7.53,12.28,2863,-0.985,0.052,-0.221,0.074,0.343,0.041,88,3,39,82,"Cl Berkeley 7",28.546,62.366
"COIN-Gaia_32",28.194,63.066,129.813,1.016,0.139,8.56,10.48,1248,-0.001,0.041,-2.306,0.051,0.796,0.016,17,0,1,13,"[CKS2019] COIN-Gaia 32",28.194,63.066
"Berkeley_5",26.928,62.935,129.282,0.759,0.019,9.06,14.25,7079,-1.614,0.098,0.649,0.063,0.104,0.078,30,6,28,28,"Cl Berkeley 5",26.928,62.935
"NGC_637",25.775,64.038,128.55,1.731,0.03,7.58,11.99,2503,-1.26,0.058,-0.032,0.064,0.353,0.023,66,14,39,67,"NGC 637",25.775,64.038
"NGC_559",22.387,63.301,127.197,0.746,0.081,8.41,12.3,2884,-4.277,0.074,0.187,0.083,0.331,0.045,522,51,245,527,"NGC 559",22.387,63.301
"FSR_0542",21.485,63.011,126.835,0.401,0.123,8.93,12.87,3756,-2.187,0.071,-0.335,0.049,0.255,0.032,16,2,15,16,"[FSR2007] 0542",21.485,63.011
"NGC_609",24.102,64.54,127.743,2.089,0.026,8.35,13.5,5023,-0.695,0.053,-0.136,0.067,0.156,0.05,225,59,221,221,"NGC 609",24.102,64.54
"FSR_0553",25.226,64.521,128.222,2.158,0.046,9.53,12.37,2974,-3.267,0.05,0.076,0.056,0.342,0.022,38,1,9,34,"[FSR2007] 0553",25.226,64.521
"FSR_0551",24.938,64.878,128.034,2.486,0.095,7.13,9.95,976,0.053,0.122,-1.448,0.141,1.081,0.032,43,1,10,20,"[FSR2007] 0551",24.938,64.878
"Tombaugh_4",37.305,61.787,134.216,1.077,0.055,9.2,12.77,3576,-1.077,0.108,-0.231,0.11,0.297,0.069,160,9,74,160,"Cl Tombaugh 4",37.305,61.787
"NGC_886",35.898,63.8,132.893,2.725,0.34,8.91,10.05,1021,3.127,0.101,-4.055,0.105,0.967,0.025,147,2,22,65,"NGC 886",35.898,63.8
"UBC_416",33.296,63.856,131.781,2.402,0.035,8.43,12.27,2846,-1.308,0.045,-0.89,0.043,0.334,0.026,22,2,14,22," ",33.296,63.856
"Stock_5",31.119,64.365,130.731,2.605,0.193,8.12,9.95,975,-0.827,0.076,-2.182,0.082,1.033,0.027,98,3,15,46,"Cl Stock 5",31.119,64.365
"Berkeley_63",34.858,63.718,132.488,2.491,0.041,7.26,13.67,5412,-1.01,0.039,0.154,0.043,0.188,0.019,46,19,46,47,"Cl Berkeley 63",34.858,63.718
"UBC_604",32.546,65.42,131.014,3.78,0.13,7.19,12.39,3000,-0.722,0.058,0.413,0.025,0.344,0.022,28,8,21,29," ",32.546,65.42
"Berkeley_64",35.428,65.888,131.982,4.613,0.044,9.09,13.4,4775,-0.537,0.024,0.938,0.052,0.169,0.045,40,4,37,41,"Cl Berkeley 64",35.428,65.888
"Gulliver_51",30.335,63.801,130.555,1.968,0.075,8.56,10.93,1536,-4.961,0.047,-0.205,0.054,0.661,0.016,38,1,11,34,"Cl Gulliver 51",30.335,63.801
"UPK_265",31.915,65.449,130.719,3.751,0.34,7.94,9.75,889,-0.576,0.111,-0.471,0.122,1.16,0.027,42,2,4,23," ",31.915,65.449
"FSR_0558",30.191,67.799,129.428,5.806,0.088,8.73,12.32,2911,-1.056,0.047,0.719,0.039,0.323,0.026,49,2,22,50,"[FSR2007] 0558",30.191,67.799
"NGC_381",17.094,61.586,124.946,-1.219,0.093,8.58,10.35,1172,1.585,0.087,-2.355,0.089,0.855,0.027,135,0,16,64,"NGC 381",17.094,61.586
"UBC_84",15.429,61.72,124.149,-1.127,0.095,7.68,12.12,2650,-1.525,0.044,-1.086,0.078,0.395,0.023,55,8,25,55," ",15.429,61.72
"FSR_0524",14.34,62.125,123.624,-0.739,0.027,,,,-1.578,0.034,-0.32,0.037,0.221,0.024,8,2,7,8,"[FSR2007] 0524",14.34,62.125
"NGC_366",16.624,62.219,124.686,-0.602,0.038,7.41,12.14,2677,-2.076,0.076,-0.498,0.077,0.366,0.04,129,26,67,130,"NGC 366",16.624,62.219
"Czernik_3",15.78,62.787,124.267,-0.055,0.014,8.54,13.22,4415,-0.17,0.07,-0.364,0.085,0.213,0.048,43,2,24,42,"Cl Czernik 3",15.78,62.787
"Berkeley_62",15.309,63.918,124.009,1.066,0.081,7.17,12.12,2660,-2.173,0.058,-0.423,0.069,0.362,0.032,84,11,45,84,"Cl Berkeley 62",15.309,63.918
"UBC_412",12.987,63.785,122.988,0.914,0.145,7.33,12.71,3480,-1.647,0.187,-0.3,0.091,0.233,0.049,37,5,25,37," ",12.987,63.785
"Dias_1",10.63,64.056,121.957,1.201,0.058,7.48,12.08,2608,-2.758,0.062,-0.614,0.039,0.369,0.027,48,5,22,47,"Cl Dias 1",10.63,64.056
"King_16",10.915,64.172,122.084,1.313,0.051,7.72,12.29,2874,-3.052,0.048,-0.565,0.052,0.339,0.012,30,7,22,31,"Cl King 16",10.915,64.172
"Berkeley_4",11.291,64.391,122.254,1.528,0.033,7.33,12.47,3121,-2.442,0.064,-0.356,0.058,0.306,0.027,41,16,32,42,"Cl Berkeley 4",11.291,64.391
"UBC_600",20.774,64.54,126.326,1.862,0.184,7.5,12.61,3333,-1.192,0.042,0.057,0.084,0.18,0.024,81,19,59,83," ",20.774,64.54
"COIN-Gaia_1",11.933,66.769,122.566,3.9,0.357,8.26,9.09,658,-5.032,0.069,-3.148,0.114,1.552,0.03,78,1,10,26,"[CKS2019] COIN-Gaia 1",11.933,66.769
"Berkeley_61",12.04,67.199,122.613,4.329,0.024,8.26,12.33,2922,-2.51,0.04,-0.136,0.044,0.297,0.053,40,1,14,37,"Cl Berkeley 61",12.04,67.199
"Skiff_J0058+68.4",14.604,68.458,123.575,5.595,0.172,9.15,11.97,2476,-2.061,0.056,0.316,0.057,0.362,0.028,311,6,115,300,"Name Skiff J0058+68.4",14.604,68.458
"UPK_237",5.352,65.495,119.828,2.812,0.212,8.18,9.4,758,-0.599,0.112,-3.801,0.163,1.348,0.039,94,2,9,29," ",5.352,65.495
"COIN-Gaia_30",21.08,70.574,125.684,7.878,0.254,8.41,9.42,767,-6.165,0.117,2.03,0.159,1.365,0.022,90,2,10,29,"[CKS2019] COIN-Gaia 30",21.08,70.574
"Collinder_463",27.031,71.738,127.391,9.358,0.608,8.06,9.65,849,-1.749,0.103,-0.38,0.129,1.153,0.028,400,15,77,184,"Cl Collinder 463",27.031,71.738
"UBC_415",42.54,72.914,131.489,12.034,0.12,7.37,9.59,829,-1.34,0.119,-1.666,0.122,1.123,0.033,16,1,5,9," ",42.54,72.914
"UBC_187",37.868,72.346,130.407,10.972,0.214,7.25,9.67,859,-1.646,0.107,-1.832,0.21,1.088,0.037,41,1,7,15," ",37.868,72.346
"Berkeley_8",30.306,75.489,127.358,13.22,0.077,9.56,12.62,3339,2.663,0.087,0.368,0.091,0.272,0.057,246,7,31,234,"Cl Berkeley 8",30.306,75.489
"NGC_188",11.798,85.244,122.837,22.373,0.272,9.85,11.15,1698,-2.323,0.091,-1.019,0.112,0.524,0.03,849,4,30,261,"NGC 188",11.798,85.244
"NGC_2682",132.846,11.814,215.691,31.921,0.166,9.63,9.75,889,-10.982,0.178,-2.919,0.18,1.154,0.035,588,4,25,226,"NGC 2682",132.846,11.814
"NGC_2632",130.054,19.621,205.952,32.428,0.985,8.83,6.31,183,-35.949,1.105,-12.884,0.97,5.411,0.1,661,3,25,86,"NGC 2632",130.054,19.621
"NGC_2420",114.602,21.575,198.108,19.64,0.053,9.24,12.06,2587,-1.222,0.065,-2.044,0.067,0.387,0.037,387,4,32,218,"NGC 2420",114.602,21.575
"FSR_0866",103.823,29.745,186.323,13.841,0.071,9.33,10.49,1250,1.342,0.055,-0.415,0.075,0.817,0.025,35,0,2,19,"[FSR2007] 0866",103.823,29.745
"UBC_615",104.88,33.154,183.41,15.98,0.128,9.29,12.47,3116,-0.488,0.139,-2.392,0.044,0.327,0.027,17,0,1,15," ",104.88,33.154
"NGC_2281",102.091,41.06,174.925,16.889,0.417,8.79,8.68,544,-2.979,0.193,-8.281,0.213,1.927,0.058,405,3,21,79,"NGC 2281",102.091,41.06
